Data,Y,XAU BGNL,ECSURPUS,BDIY,CRY,DXY,JPY,GBP,Cl1,VIX,USGG30YR,GT10,USGG2YR,USGG3M,US0001M,GTDEM30Y,GTDEM10Y,GTDEM2Y,EONIA,GTITL30YR,GTITL10YR,GTITL2YR,GTJPY30YR,GTJPY10YR,GTJPY2YR,GTGBP30Y,GTGBP20Y,GTGBP2Y,LUMSTRUU,LMBITR,LUACTRUU,LF98TRUU,LG30TRUU,LP01TREU,EMUSTRUU,LF94TRUU,MXUS,MXEU,MXJP,MXBR,MXRU,MXIN,MXCN
1/11/2000,0,1093.8568617929618,-0.07798848533314093,5855.580278656904,316.1090402496892,101.15727588206232,121.58176599031974,1.8436034322660406,106.97427812070806,5.851769417940126,4.2837090748356825,2.4810947325788404,2.3909324197778274,-2.9601181720481353,2.5092387363856137,6.8591880402629855,3.1667677952341253,-0.6854247470576662,0.6462639131562574,6.199787682461889,4.047678639665846,3.923722221507251,1.1444666877679242,0.14064409572759085,0.616744260926271,4.049585260637255,3.2097259278866845,5.056963753365627,822.3593504469562,609.532428294249,1906.0168708701501,1419.3468718535696,168.20007637324545,231.5504889639588,614.4979230415355,272.7832210897195,1874.5767180372445,98.76012827254483,679.6747026292929,2549.7535689611386,647.0712106228906,1006.6004217057301,58.15736038513712
1/18/2000,0,1122.9504581514022,0.03963953226755875,3926.0194490823687,340.9399943931044,77.42748578092916,128.87127528962384,1.736166583048718,74.80014674958049,23.87868093700174,4.40207272481417,4.266749751858201,2.7183968153162263,0.6991921157179396,0.12763278134748401,4.015003344664039,1.6350590877822067,1.8509310610600958,1.323025656017315,3.048478856398332,3.8582653284870534,1.5063270202204881,1.983774567792416,1.1986342991058665,-0.1526878939530376,3.3159251866458055,2.996095265275556,-1.932731407485199,1244.2814533192718,714.9452467816692,2875.296182426821,2346.6558938411895,1141.10853815129,273.4880485301221,710.8684257713497,125.2552569563741,1143.3499828170588,138.8720841090481,543.5955149075689,2129.629069780957,627.5416636429728,819.2428779036213,30.903646912722408
1/25/2000,0,1475.4276910474396,0.18586117957026452,1068.5679312870934,170.8129387067322,90.05786956249425,97.14476366654252,1.495676968483562,16.241247808361997,8.159352608104463,5.593907103550862,2.0972528665265444,3.7318873899330915,-0.388281403533727,4.755953204046238,4.538419210535548,1.65776080886658,-2.3666906710189517,3.196408618521605,3.238026865257967,5.0024247212215,2.433092079879064,0.9259745308580762,0.14450775485992584,0.18628816915637048,0.9606411641763679,1.710949844050666,3.399012928900517,2411.0916221636103,1106.819375494611,2050.4785578797155,1625.0680422645873,214.50435204896246,211.47569700976996,608.6284293092406,162.97244470318734,1387.2572637572334,103.51643767795929,374.0424872076429,597.0112755511834,540.2139806030326,591.2797632544257,2.1016538438225183
2/1/2000,0,261.16969723422517,-0.22584028556351873,5873.423116664783,245.42285869218767,91.03902268365695,109.58467477855173,1.611549278937985,35.10613307273825,14.477953995720249,3.060409023934185,3.098003206406534,1.5872824979145808,2.468000868577832,2.3861956988628585,3.131768641852215,2.661703693764159,2.311662108426397,3.30255633341509,4.121732817767276,5.575499099838005,2.8782195519162737,2.639164562282714,1.7714189260487867,0.5015032417687877,4.7462244968862874,3.0165981851914467,3.3040853849937606,1741.7750262854624,622.1106200810384,1330.3283856088933,1837.6912206916409,240.41757384910773,267.4048726534189,829.6890931735543,179.849377323034,2192.238529571001,100.45347021502815,790.4397936136293,4147.57796833509,569.0449156478521,551.0921909456905,58.286469554072774
2/8/2000,1,2095.53317650908,0.41154989936180636,3110.923547266264,302.56140417443055,104.8530968686306,107.45975609302926,1.421145842546176,95.3153934951589,8.937422925561034,6.373630075824185,3.2624351954033277,3.3057220146021535,2.8482926833398956,2.1465049282450885,4.628349217011861,4.4109274419501485,1.2815473496637808,-1.5962241549567404,3.149954282209395,3.0744131729818513,2.319229526662535,2.04279827230903,0.6403587233965065,0.09757964531795253,2.816321713456704,2.9444322540615295,1.721386258920992,1173.5809359241607,1030.286879109165,1808.2181199054573,1374.0469134685404,851.4205889723797,188.5955360555758,317.73951984794667,171.09474406917923,1922.691148031066,105.56278278191006,821.0968535870953,2432.03780971409,351.5668170022754,68.12554495707047,99.18119186282165
2/15/2000,1,1475.5143842916095,0.09868064439443802,521.5926035099899,251.80651824149783,93.45588537329118,101.52158070708776,1.5674348572815846,52.521827433006735,10.551762175596467,4.4712840735897785,4.4128582267910765,0.8585836613926103,2.831283827990084,3.2809063680001,3.4990315517828754,5.684307305396155,1.7759928315572566,2.116367188429033,5.317475220713126,1.9199823441504476,2.319821409490931,1.449865623695745,2.0817332004736095,-0.29897810904282973,3.9104699337925455,3.4067929877112184,5.400514539418016,1288.7196631947709,696.341299251907,1491.4169742927168,1561.4661806500683,128.02513113677117,351.02318265293616,731.3831881007349,231.43335194218895,2678.0914708524233,87.00194542663321,774.8066491271077,4038.1243747836643,302.94622226427157,762.5066467742254,78.75959883908354
2/22/2000,0,819.125151367168,0.3342557555411335,2244.0380245151696,261.7953261869479,99.80246236809229,94.76883231149024,1.589588452062339,71.6536046490168,18.346814345503567,4.535136252294876,3.630649365856044,4.437477779935372,2.303410239705764,1.5855981984496375,3.315011366534181,3.9054263548955532,0.12441888591291606,2.6952971552852403,3.786592370142281,4.654046648557474,-2.0517240904190746,2.230465147828892,0.4320474201724465,-0.030706574385588714,5.3628423118936785,4.461047444932199,3.2135599763301226,2258.565547937422,500.90187220060625,1126.8627981042173,2291.600954132307,1205.6431954738423,262.13751181709466,564.1265653468993,202.63133738875638,978.9270366413195,128.1917966824237,847.2765888054938,4638.994235589398,588.189249070402,309.1531194857633,32.78982328239138
2/29/2000,-1,1070.8281497572257,0.023756769419287598,2476.3896552901583,253.67900611685442,108.02529671153502,94.46069084945285,1.4972257571832719,105.54876590382901,24.20428658415576,6.452066741482124,3.935485686457827,2.586317431977274,0.4388392497712372,0.863544440891612,4.01277999867137,3.500323365124743,1.3074446017544814,1.474971120507036,5.017696750145,4.571200286598919,4.13226142033175,2.1540479791836264,1.4407856102442915,0.4758932755364436,4.260700745697511,4.712087736663768,4.578741435025913,1589.6355118148515,905.0012085562352,1993.3820599187852,1082.2563872220799,777.6870366411966,345.149688515396,259.69901867911375,106.27116363993227,2064.4399671298756,105.22978928227882,604.8339980650634,1404.796232925466,886.0633607043567,630.0133691860751,76.14121884797191
3/7/2000,0,977.7176833011478,0.43330571209457014,5102.609844173123,283.2739215032573,82.29517301017837,109.7835309669839,1.6955067417709835,52.54753684137697,23.165592364435952,1.8822330031781327,2.1673289003134615,1.2392823297995348,-0.8584923857012325,-0.07955683812908276,3.8010932057358704,4.305684235540068,4.2819515187074835,4.5105735380674306,4.268035392567064,2.7716868551337237,0.8056475623525148,1.5020822338409807,-0.23479021638511754,0.42072289765245396,3.154262266762453,2.88037474043288,1.0332259064370513,1814.579355794374,1033.742470922241,3398.929764758132,560.1619289850972,847.4514226242966,166.75269425107197,755.2487717737708,263.57171194745246,500.6904707192159,109.61242928185848,818.2118327607187,2935.307484316956,409.48301937677184,796.285025525928,70.00369072388472
3/14/2000,0,768.7254899904742,0.3804993588975965,3891.2714279117117,208.18799072252418,90.87226239474988,88.23683210704513,1.5271863608309204,56.362837542732706,15.329038106022379,4.583848653821023,3.1600391929080147,1.323538439551249,3.0539235803346236,2.1165596676540424,3.3462187503030525,1.313507922030554,-2.2444451033669046,-0.6949602642173176,3.3117382103422317,5.2641149772631115,1.2478017876739633,2.3849692809628023,0.6516712803453999,-0.15126716505601695,1.4282928001997917,4.806352226870614,2.28379867667321,1903.6825383780847,1253.609407273708,2270.6508004105303,272.082404522896,1264.8959718083129,329.4151126735296,1633.8162466307551,242.34930047844705,955.5225113053496,87.4227593070271,900.7003516350801,84.88782921326629,353.01831705771366,705.6402898545307,45.92251166586052
